fecha,pais,ciudad,latitud,longitud,tipo_alojamiento,duracion_estancia,gasto_diario,valoracion,transporte,motivo_viaje
2023-07-04,Francia,París,48.8566,2.3522,Hotel,14,98.82,3,Tren,Vacaciones
2023-12-26,España,Barcelona,41.3851,2.1734,Hotel,8,70.01,5,Coche,Vacaciones
2023-10-19,Alemania,Berlín,52.52,13.405,Hotel,11,77.28,3,Tren,Estudios
2023-12-01,Italia,Roma,41.9028,12.4964,Hotel,12,106.52,3,Tren,Vacaciones
2023-08-08,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,12,158.83,1,Tren,Estudios
2023-04-26,Francia,Niza,43.7102,7.262,Apartamento,3,114.3,2,Coche,Vacaciones
2023-11-09,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,8,111.51,5,Tren,Vacaciones
2023-02-18,España,Sevilla,37.3891,-5.9845,Hostal,11,91.97,5,Autobús,Negocios
2023-06-22,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,3,40.57,5,Tren,Visita familiar
2023-03-23,Reino Unido,Londres,51.5074,-0.1278,Hotel,14,94.01,4,Avión,Vacaciones
2023-11-18,Italia,Nápoles,40.8518,14.2681,Hotel,11,69.33,2,Coche,Negocios
2023-11-29,España,Valencia,39.4699,-0.3763,Hostal,5,130.69,1,Tren,Vacaciones
2023-02-14,Reino Unido,Londres,51.5074,-0.1278,Apartamento,1,147.16,4,Tren,Negocios
2023-12-01,Francia,París,48.8566,2.3522,Hotel,6,72.71,5,Tren,Vacaciones
2023-01-20,España,Málaga,36.7213,-4.4214,Apartamento,11,99.37,4,Avión,Negocios
2023-08-09,Francia,Lyon,45.764,4.8357,Apartamento,2,59.19,4,Avión,Vacaciones
2023-05-03,Alemania,Hamburgo,53.5511,9.9937,Hostal,12,124.85,5,Avión,Visita familiar
2023-08-22,Reino Unido,Birmingham,52.4862,-1.8904,Casa rural,3,137.45,5,Tren,Vacaciones
2023-08-09,España,Málaga,36.7213,-4.4214,Apartamento,11,117.09,1,Coche,Vacaciones
2023-11-19,Francia,Marsella,43.2965,5.3698,Hostal,1,109.59,2,Coche,Estudios
2023-12-05,Reino Unido,Londres,51.5074,-0.1278,Hotel,11,98.68,3,Avión,Vacaciones
2023-01-03,Italia,Roma,41.9028,12.4964,Apartamento,6,114.83,3,Tren,Vacaciones
2023-07-01,Francia,Lyon,45.764,4.8357,Hostal,5,91.79,3,Coche,Vacaciones
2023-07-25,Francia,Burdeos,44.8378,-0.5792,Apartamento,10,88.82,1,Tren,Vacaciones
2023-11-16,Alemania,Hamburgo,53.5511,9.9937,Apartamento,2,137.63,4,Autobús,Vacaciones
2023-02-09,Italia,Nápoles,40.8518,14.2681,Casa rural,11,123.46,5,Avión,Vacaciones
2023-02-28,Alemania,Frankfurt,50.1109,8.6821,Hotel,8,82.89,2,Avión,Negocios
2023-03-03,Italia,Nápoles,40.8518,14.2681,Hotel,9,154.15,3,Autobús,Vacaciones
2023-05-12,Francia,Burdeos,44.8378,-0.5792,Apartamento,14,79.12,2,Tren,Vacaciones
2023-03-01,Alemania,Frankfurt,50.1109,8.6821,Hostal,14,158.01,2,Coche,Vacaciones
2023-11-27,Reino Unido,Liverpool,53.4084,-2.9916,Casa rural,3,61.01,5,Coche,Vacaciones
2023-05-02,Italia,Venecia,45.4408,12.3155,Apartamento,12,95.65,1,Autobús,Vacaciones
2023-04-17,Francia,París,48.8566,2.3522,Hostal,6,113.66,5,Avión,Negocios
2023-04-06,España,Barcelona,41.3851,2.1734,Hostal,6,110.44,1,Tren,Vacaciones
2023-12-13,Italia,Florencia,43.7696,11.2558,Hotel,14,105.5,4,Autobús,Vacaciones
2023-08-23,Italia,Roma,41.9028,12.4964,Hostal,10,138.19,2,Autobús,Negocios
2023-03-03,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,6,113.27,3,Avión,Vacaciones
2023-09-13,Italia,Nápoles,40.8518,14.2681,Hotel,8,115.45,2,Coche,Estudios
2023-02-18,Italia,Venecia,45.4408,12.3155,Hotel,12,81.81,5,Tren,Vacaciones
2023-12-14,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,5,124.59,1,Tren,Vacaciones
2023-06-08,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,10,86.75,4,Avión,Vacaciones
2023-05-04,Alemania,Múnich,48.1351,11.582,Hotel,10,134.2,4,Tren,Vacaciones
2023-11-13,Francia,Niza,43.7102,7.262,Hotel,13,143.26,1,Tren,Visita familiar
2023-07-26,Francia,Burdeos,44.8378,-0.5792,Hotel,8,102.36,1,Tren,Negocios
2023-02-17,Alemania,Frankfurt,50.1109,8.6821,Apartamento,12,115.71,1,Tren,Vacaciones
2023-05-16,Francia,Burdeos,44.8378,-0.5792,Hostal,3,108.52,4,Avión,Vacaciones
2023-07-20,Italia,Florencia,43.7696,11.2558,Casa rural,7,97.89,2,Tren,Visita familiar
2023-09-07,Alemania,Múnich,48.1351,11.582,Hostal,1,93.4,2,Coche,Negocios
2023-11-10,Alemania,Berlín,52.52,13.405,Apartamento,4,66.01,4,Avión,Vacaciones
2023-12-23,Francia,Lyon,45.764,4.8357,Hostal,5,80.16,3,Tren,Vacaciones
2023-11-14,España,Valencia,39.4699,-0.3763,Hotel,7,102.9,5,Autobús,Visita familiar
2023-10-22,Francia,Marsella,43.2965,5.3698,Hotel,14,142.98,4,Avión,Visita familiar
2023-11-10,España,Madrid,40.4168,-3.7038,Apartamento,6,110.29,3,Coche,Vacaciones
2023-07-28,Alemania,Hamburgo,53.5511,9.9937,Apartamento,13,134.14,5,Tren,Vacaciones
2023-12-21,España,Barcelona,41.3851,2.1734,Hostal,6,47.72,2,Tren,Vacaciones
2023-07-30,Italia,Roma,41.9028,12.4964,Apartamento,13,140.89,1,Autobús,Vacaciones
2023-07-11,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,2,119.71,5,Autobús,Vacaciones
2023-02-13,España,Sevilla,37.3891,-5.9845,Casa rural,11,131.18,1,Avión,Visita familiar
2023-01-29,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,2,41.71,3,Avión,Visita familiar
2023-02-28,Italia,Nápoles,40.8518,14.2681,Hostal,2,88.17,4,Avión,Vacaciones
2023-03-12,Reino Unido,Londres,51.5074,-0.1278,Hostal,10,68.54,4,Autobús,Negocios
2023-04-02,Italia,Venecia,45.4408,12.3155,Hotel,13,121.31,1,Avión,Vacaciones
2023-09-22,Reino Unido,Manchester,53.4808,-2.2426,Hotel,12,115.29,5,Avión,Negocios
2023-08-08,Reino Unido,Manchester,53.4808,-2.2426,Hotel,8,128.04,5,Tren,Vacaciones
2023-08-03,Francia,Lyon,45.764,4.8357,Hotel,7,88.63,3,Avión,Vacaciones
2023-10-04,España,Barcelona,41.3851,2.1734,Hotel,1,124.61,4,Avión,Vacaciones
2023-03-05,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,9,100.09,1,Autobús,Vacaciones
2023-12-12,Alemania,Colonia,50.9375,6.9603,Casa rural,11,135.2,2,Avión,Vacaciones
2023-10-19,Francia,Lyon,45.764,4.8357,Casa rural,11,120.67,4,Coche,Vacaciones
2023-09-02,España,Barcelona,41.3851,2.1734,Hostal,8,78.23,4,Autobús,Vacaciones
2023-03-03,Francia,Lyon,45.764,4.8357,Hotel,13,108.66,3,Tren,Vacaciones
2023-11-28,España,Málaga,36.7213,-4.4214,Hotel,9,58.47,4,Avión,Vacaciones
2023-06-19,Italia,Roma,41.9028,12.4964,Apartamento,4,135.82,3,Tren,Vacaciones
2023-09-26,Reino Unido,Manchester,53.4808,-2.2426,Hotel,5,119.95,3,Tren,Negocios
2023-09-24,Alemania,Múnich,48.1351,11.582,Hostal,11,121.13,2,Avión,Vacaciones
2023-02-23,Francia,Lyon,45.764,4.8357,Casa rural,5,127.56,5,Coche,Vacaciones
2023-01-16,Francia,París,48.8566,2.3522,Hotel,11,106.63,4,Coche,Visita familiar
2023-01-08,Francia,Lyon,45.764,4.8357,Hostal,9,56.23,3,Tren,Vacaciones
2023-04-14,Francia,París,48.8566,2.3522,Hotel,8,128.95,3,Avión,Negocios
2023-02-28,Reino Unido,Londres,51.5074,-0.1278,Apartamento,13,77.92,5,Tren,Vacaciones
2023-11-09,España,Valencia,39.4699,-0.3763,Hotel,10,75.41,5,Autobús,Visita familiar
2023-02-09,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,6,122.57,3,Tren,Vacaciones
2023-08-25,Italia,Milán,45.4642,9.19,Hostal,11,84.3,4,Autobús,Vacaciones
2023-04-04,Reino Unido,Edimburgo,55.9533,-3.1883,Hostal,10,105.03,4,Avión,Vacaciones
2023-08-10,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,11,121.8,4,Coche,Negocios
2023-07-23,Italia,Florencia,43.7696,11.2558,Apartamento,10,120.9,5,Tren,Negocios
2023-05-18,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,1,133.04,4,Tren,Vacaciones
2023-10-27,España,Málaga,36.7213,-4.4214,Hostal,7,83.5,4,Tren,Estudios
2023-07-26,Alemania,Múnich,48.1351,11.582,Albergue,9,90.88,4,Tren,Visita familiar
2023-12-02,Italia,Nápoles,40.8518,14.2681,Casa rural,12,110.54,5,Tren,Vacaciones
2023-03-22,Francia,Burdeos,44.8378,-0.5792,Hostal,4,61.44,1,Avión,Vacaciones
2023-08-06,España,Madrid,40.4168,-3.7038,Apartamento,4,75.93,1,Coche,Vacaciones
2023-01-02,Alemania,Berlín,52.52,13.405,Apartamento,5,73.38,4,Autobús,Visita familiar
2023-06-27,España,Barcelona,41.3851,2.1734,Hotel,8,37.01,1,Avión,Vacaciones
2023-12-12,España,Sevilla,37.3891,-5.9845,Hotel,11,83.84,4,Autobús,Visita familiar
2023-10-06,Francia,París,48.8566,2.3522,Hostal,5,100.35,5,Avión,Vacaciones
2023-05-26,Alemania,Frankfurt,50.1109,8.6821,Hostal,4,104.82,4,Avión,Estudios
2023-11-14,España,Barcelona,41.3851,2.1734,Apartamento,8,86.19,2,Autobús,Vacaciones
2023-08-12,Francia,Burdeos,44.8378,-0.5792,Apartamento,11,74.22,3,Coche,Vacaciones
2023-03-03,Italia,Milán,45.4642,9.19,Hotel,5,96.4,5,Avión,Vacaciones
2023-10-21,Francia,París,48.8566,2.3522,Hotel,8,84.75,2,Autobús,Negocios
2023-08-27,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,1,29.18,2,Coche,Vacaciones
2023-07-14,Francia,Burdeos,44.8378,-0.5792,Apartamento,3,74.05,3,Tren,Vacaciones
2023-06-15,Francia,Marsella,43.2965,5.3698,Casa rural,7,109.22,2,Tren,Vacaciones
2023-08-10,Francia,Lyon,45.764,4.8357,Hotel,12,99.71,3,Autobús,Vacaciones
2023-03-02,España,Sevilla,37.3891,-5.9845,Apartamento,1,105.73,4,Avión,Vacaciones
2023-05-09,Alemania,Hamburgo,53.5511,9.9937,Hotel,11,118.46,5,Tren,Negocios
2023-06-22,Francia,Lyon,45.764,4.8357,Albergue,5,108.18,5,Tren,Estudios
2023-06-05,Francia,Burdeos,44.8378,-0.5792,Casa rural,6,102.63,5,Autobús,Vacaciones
2023-04-20,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,14,87.86,3,Autobús,Negocios
2023-09-26,Reino Unido,Edimburgo,55.9533,-3.1883,Albergue,12,79.49,3,Tren,Vacaciones
2023-12-22,Italia,Milán,45.4642,9.19,Apartamento,13,101.87,2,Avión,Vacaciones
2023-10-05,Italia,Florencia,43.7696,11.2558,Hotel,1,69.29,5,Autobús,Visita familiar
2023-03-15,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,7,121.23,2,Autobús,Vacaciones
2023-07-26,Alemania,Berlín,52.52,13.405,Hotel,9,71.42,4,Avión,Vacaciones
2023-10-06,Italia,Nápoles,40.8518,14.2681,Apartamento,9,141.99,2,Coche,Vacaciones
2023-11-22,Alemania,Hamburgo,53.5511,9.9937,Casa rural,3,98.35,5,Autobús,Vacaciones
2023-12-06,Reino Unido,Manchester,53.4808,-2.2426,Hostal,4,134.21,3,Tren,Vacaciones
2023-12-23,Italia,Roma,41.9028,12.4964,Hotel,14,67.79,2,Avión,Visita familiar
2023-12-06,Francia,Lyon,45.764,4.8357,Hotel,1,149.37,2,Tren,Vacaciones
2023-07-23,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,13,67.47,3,Avión,Vacaciones
2023-06-10,Italia,Roma,41.9028,12.4964,Hotel,4,98.38,3,Coche,Visita familiar
2023-01-28,Alemania,Colonia,50.9375,6.9603,Hotel,14,60.89,5,Autobús,Vacaciones
2023-09-14,Alemania,Colonia,50.9375,6.9603,Apartamento,5,100.63,4,Coche,Visita familiar
2023-06-14,Italia,Nápoles,40.8518,14.2681,Hostal,7,95.79,5,Autobús,Visita familiar
2023-03-04,Alemania,Frankfurt,50.1109,8.6821,Hostal,5,31.38,2,Avión,Estudios
2023-01-22,Italia,Milán,45.4642,9.19,Hotel,8,104.35,5,Tren,Vacaciones
2023-03-11,Italia,Venecia,45.4408,12.3155,Hotel,7,115.61,5,Coche,Vacaciones
2023-04-06,Alemania,Berlín,52.52,13.405,Hotel,1,74.25,3,Avión,Negocios
2023-06-12,España,Barcelona,41.3851,2.1734,Hotel,12,91.47,4,Coche,Vacaciones
2023-03-20,Francia,Marsella,43.2965,5.3698,Hotel,2,93.35,4,Avión,Vacaciones
2023-01-05,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,7,149.6,5,Coche,Vacaciones
2023-11-12,Francia,Marsella,43.2965,5.3698,Apartamento,3,105.96,3,Avión,Vacaciones
2023-04-30,Reino Unido,Manchester,53.4808,-2.2426,Casa rural,2,83.6,3,Coche,Vacaciones
2023-10-29,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,11,67.09,2,Coche,Vacaciones
2023-06-27,Francia,París,48.8566,2.3522,Hostal,12,48.68,1,Avión,Vacaciones
2023-06-25,Italia,Florencia,43.7696,11.2558,Hotel,14,96.25,2,Coche,Vacaciones
2023-08-05,Alemania,Berlín,52.52,13.405,Casa rural,9,103.5,2,Avión,Vacaciones
2023-02-25,España,Valencia,39.4699,-0.3763,Hotel,12,63.7,2,Coche,Vacaciones
2023-07-06,España,Valencia,39.4699,-0.3763,Hotel,10,57.5,1,Autobús,Vacaciones
2023-08-20,España,Sevilla,37.3891,-5.9845,Hotel,13,114.16,3,Autobús,Vacaciones
2023-09-12,Francia,París,48.8566,2.3522,Hotel,8,129.34,3,Coche,Vacaciones
2023-04-14,Francia,Niza,43.7102,7.262,Apartamento,8,91.32,4,Avión,Vacaciones
2023-03-18,Italia,Florencia,43.7696,11.2558,Albergue,3,115.24,4,Autobús,Vacaciones
2023-08-18,España,Sevilla,37.3891,-5.9845,Hostal,11,96.91,5,Coche,Vacaciones
2023-09-15,Italia,Milán,45.4642,9.19,Hotel,10,177.98,5,Coche,Vacaciones
2023-09-21,España,Barcelona,41.3851,2.1734,Apartamento,9,97.51,5,Avión,Vacaciones
2023-11-27,Francia,Burdeos,44.8378,-0.5792,Apartamento,8,141.27,4,Tren,Vacaciones
2023-07-01,Alemania,Colonia,50.9375,6.9603,Hostal,12,116.97,4,Avión,Negocios
2023-09-13,Alemania,Frankfurt,50.1109,8.6821,Hostal,2,83.73,2,Tren,Vacaciones
2023-02-07,Alemania,Múnich,48.1351,11.582,Apartamento,7,117.69,3,Coche,Vacaciones
2023-06-25,Alemania,Frankfurt,50.1109,8.6821,Apartamento,8,98.27,4,Tren,Estudios
2023-01-27,Reino Unido,Londres,51.5074,-0.1278,Hostal,12,69.42,1,Tren,Visita familiar
2023-10-03,España,Barcelona,41.3851,2.1734,Hotel,7,102.75,2,Avión,Vacaciones
2023-05-20,Alemania,Múnich,48.1351,11.582,Hotel,9,87.1,1,Tren,Negocios
2023-10-26,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,13,98.52,1,Tren,Vacaciones
2023-10-14,Reino Unido,Birmingham,52.4862,-1.8904,Casa rural,7,97.89,3,Coche,Vacaciones
2023-04-01,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,12,93.34,1,Autobús,Vacaciones
2023-03-02,Italia,Venecia,45.4408,12.3155,Albergue,7,71.39,1,Avión,Vacaciones
2023-12-13,Italia,Nápoles,40.8518,14.2681,Hotel,1,136.62,1,Avión,Visita familiar
2023-06-12,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,2,97.82,1,Autobús,Negocios
2023-12-17,Alemania,Colonia,50.9375,6.9603,Hotel,14,106.64,2,Autobús,Vacaciones
2023-05-23,España,Sevilla,37.3891,-5.9845,Casa rural,5,94.05,2,Autobús,Vacaciones
2023-09-10,Francia,Niza,43.7102,7.262,Hotel,13,87.83,3,Tren,Vacaciones
2023-09-26,Italia,Nápoles,40.8518,14.2681,Apartamento,13,105.96,3,Coche,Vacaciones
2023-10-18,Alemania,Frankfurt,50.1109,8.6821,Hotel,11,142.19,1,Avión,Vacaciones
2023-07-06,Alemania,Frankfurt,50.1109,8.6821,Apartamento,14,53.24,5,Coche,Vacaciones
2023-10-31,Francia,París,48.8566,2.3522,Casa rural,1,67.28,1,Tren,Vacaciones
2023-10-18,Francia,Marsella,43.2965,5.3698,Hotel,12,90.14,1,Autobús,Vacaciones
2023-03-27,Alemania,Frankfurt,50.1109,8.6821,Hostal,10,76.37,3,Tren,Negocios
2023-06-15,Francia,Marsella,43.2965,5.3698,Casa rural,7,160.46,4,Autobús,Vacaciones
2023-04-24,Alemania,Hamburgo,53.5511,9.9937,Hotel,5,89.56,3,Avión,Negocios
2023-12-22,Francia,París,48.8566,2.3522,Hostal,13,114.24,2,Tren,Vacaciones
2023-07-02,Francia,Marsella,43.2965,5.3698,Hotel,5,91.47,3,Coche,Negocios
2023-07-26,Alemania,Frankfurt,50.1109,8.6821,Hotel,8,23.91,4,Coche,Vacaciones
2023-09-13,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,9,87.8,1,Tren,Vacaciones
2023-08-23,Alemania,Frankfurt,50.1109,8.6821,Hostal,10,64.88,4,Tren,Vacaciones
2023-12-21,España,Valencia,39.4699,-0.3763,Hotel,1,109.93,3,Coche,Vacaciones
2023-01-03,Francia,Marsella,43.2965,5.3698,Hotel,10,91.04,5,Tren,Vacaciones
2023-07-27,Italia,Florencia,43.7696,11.2558,Casa rural,4,77.03,2,Tren,Vacaciones
2023-07-16,Francia,Lyon,45.764,4.8357,Hostal,11,96.58,4,Tren,Vacaciones
2023-12-07,España,Sevilla,37.3891,-5.9845,Hotel,2,87.16,3,Autobús,Negocios
2023-05-05,Italia,Nápoles,40.8518,14.2681,Apartamento,14,130.63,1,Coche,Vacaciones
2023-05-18,Italia,Florencia,43.7696,11.2558,Hotel,9,116.83,3,Tren,Estudios
2023-12-05,Alemania,Frankfurt,50.1109,8.6821,Hotel,9,151.97,1,Coche,Visita familiar
2023-01-25,Reino Unido,Londres,51.5074,-0.1278,Apartamento,1,121.66,5,Avión,Vacaciones
2023-03-09,Alemania,Colonia,50.9375,6.9603,Apartamento,3,114.68,2,Tren,Vacaciones
2023-03-02,Italia,Nápoles,40.8518,14.2681,Hotel,10,117.91,4,Autobús,Visita familiar
2023-01-29,Italia,Milán,45.4642,9.19,Hostal,8,122.02,3,Autobús,Vacaciones
2023-01-19,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,2,46.0,3,Tren,Vacaciones
2023-06-20,Francia,París,48.8566,2.3522,Apartamento,2,115.55,4,Tren,Vacaciones
2023-03-15,Reino Unido,Manchester,53.4808,-2.2426,Hotel,2,52.11,1,Avión,Vacaciones
2023-03-02,Alemania,Colonia,50.9375,6.9603,Apartamento,13,42.64,2,Tren,Vacaciones
2023-06-02,Francia,Lyon,45.764,4.8357,Hotel,5,66.63,5,Coche,Vacaciones
2023-10-03,Alemania,Colonia,50.9375,6.9603,Apartamento,14,107.61,4,Tren,Negocios
2023-02-17,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,9,60.99,2,Coche,Estudios
2023-07-30,Francia,Burdeos,44.8378,-0.5792,Hotel,7,115.25,3,Coche,Estudios
2023-12-09,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,13,149.07,2,Coche,Visita familiar
2023-05-19,España,Málaga,36.7213,-4.4214,Apartamento,7,90.76,5,Coche,Negocios
2023-04-20,Italia,Florencia,43.7696,11.2558,Hotel,2,106.09,2,Coche,Vacaciones
2023-07-02,Francia,Marsella,43.2965,5.3698,Apartamento,2,78.93,3,Tren,Vacaciones
2023-01-28,Italia,Roma,41.9028,12.4964,Apartamento,5,63.24,5,Tren,Vacaciones
2023-07-16,España,Barcelona,41.3851,2.1734,Apartamento,12,94.16,5,Tren,Vacaciones
2023-07-10,Francia,Lyon,45.764,4.8357,Albergue,14,76.62,5,Autobús,Vacaciones
2023-11-11,Italia,Venecia,45.4408,12.3155,Apartamento,7,86.15,3,Coche,Vacaciones
2023-02-20,Italia,Nápoles,40.8518,14.2681,Hostal,7,78.08,1,Avión,Negocios
2023-05-29,Francia,París,48.8566,2.3522,Hostal,9,59.8,3,Tren,Vacaciones
2023-09-25,Italia,Venecia,45.4408,12.3155,Casa rural,3,96.47,1,Tren,Negocios
2023-02-19,Italia,Venecia,45.4408,12.3155,Hotel,14,42.19,1,Autobús,Visita familiar
2023-09-03,Francia,Lyon,45.764,4.8357,Hostal,1,115.16,3,Tren,Visita familiar
2023-04-23,Italia,Florencia,43.7696,11.2558,Casa rural,9,49.3,2,Coche,Vacaciones
2023-06-19,Italia,Florencia,43.7696,11.2558,Hotel,1,82.2,3,Tren,Vacaciones
2023-06-15,Alemania,Colonia,50.9375,6.9603,Hotel,8,135.04,5,Coche,Negocios
2023-01-14,Alemania,Colonia,50.9375,6.9603,Albergue,14,121.45,2,Tren,Vacaciones
2023-07-22,España,Sevilla,37.3891,-5.9845,Apartamento,14,99.95,4,Tren,Vacaciones
2023-10-15,Alemania,Colonia,50.9375,6.9603,Hotel,5,165.75,4,Coche,Estudios
2023-07-08,Alemania,Frankfurt,50.1109,8.6821,Hostal,8,102.81,4,Coche,Vacaciones
2023-06-04,España,Madrid,40.4168,-3.7038,Hotel,7,131.74,5,Tren,Vacaciones
2023-02-24,Italia,Milán,45.4642,9.19,Hotel,9,81.21,5,Coche,Vacaciones
2023-07-01,Italia,Florencia,43.7696,11.2558,Apartamento,2,20.0,1,Autobús,Vacaciones
2023-07-29,Alemania,Colonia,50.9375,6.9603,Apartamento,9,106.82,5,Coche,Vacaciones
2023-03-16,España,Barcelona,41.3851,2.1734,Hostal,10,113.31,1,Coche,Vacaciones
2023-10-04,Italia,Milán,45.4642,9.19,Apartamento,5,112.37,4,Avión,Vacaciones
2023-05-13,Reino Unido,Edimburgo,55.9533,-3.1883,Hostal,5,56.75,3,Coche,Estudios
2023-12-09,Francia,Burdeos,44.8378,-0.5792,Hotel,1,189.35,3,Coche,Vacaciones
2023-02-28,Francia,Marsella,43.2965,5.3698,Apartamento,6,66.85,5,Avión,Vacaciones
2023-12-11,Francia,Lyon,45.764,4.8357,Hotel,10,103.06,4,Coche,Vacaciones
2023-07-01,Alemania,Hamburgo,53.5511,9.9937,Hotel,10,107.52,4,Avión,Visita familiar
2023-12-05,Francia,Burdeos,44.8378,-0.5792,Casa rural,10,124.58,1,Tren,Vacaciones
2023-11-17,Francia,Niza,43.7102,7.262,Hotel,10,79.31,1,Tren,Vacaciones
2023-03-05,Reino Unido,Londres,51.5074,-0.1278,Hostal,3,115.69,4,Autobús,Vacaciones
2023-11-23,Italia,Florencia,43.7696,11.2558,Hotel,13,148.55,5,Tren,Vacaciones
2023-09-17,Reino Unido,Manchester,53.4808,-2.2426,Hotel,10,86.25,5,Coche,Vacaciones
2023-07-12,Alemania,Frankfurt,50.1109,8.6821,Hotel,3,84.82,4,Avión,Negocios
2023-05-23,Francia,Marsella,43.2965,5.3698,Hostal,3,69.7,3,Tren,Vacaciones
2023-04-14,Italia,Nápoles,40.8518,14.2681,Hotel,13,107.3,3,Coche,Vacaciones
2023-08-02,Francia,Niza,43.7102,7.262,Apartamento,4,73.37,1,Tren,Vacaciones
2023-08-30,Francia,Niza,43.7102,7.262,Apartamento,9,120.75,4,Autobús,Negocios
2023-07-28,Alemania,Colonia,50.9375,6.9603,Hotel,13,85.5,3,Tren,Vacaciones
2023-04-03,Francia,Marsella,43.2965,5.3698,Apartamento,8,92.82,5,Tren,Vacaciones
2023-05-22,España,Madrid,40.4168,-3.7038,Apartamento,12,70.13,2,Coche,Vacaciones
2023-04-22,Italia,Florencia,43.7696,11.2558,Casa rural,6,164.52,2,Avión,Vacaciones
2023-02-28,Italia,Milán,45.4642,9.19,Hotel,8,103.06,4,Autobús,Vacaciones
2023-02-12,España,Sevilla,37.3891,-5.9845,Hotel,8,65.41,1,Avión,Negocios
2023-07-26,Alemania,Hamburgo,53.5511,9.9937,Hotel,1,108.31,2,Avión,Visita familiar
2023-09-25,Francia,Niza,43.7102,7.262,Apartamento,9,49.16,5,Avión,Vacaciones
2023-10-23,Francia,Burdeos,44.8378,-0.5792,Apartamento,1,80.25,5,Autobús,Estudios
2023-04-28,Italia,Florencia,43.7696,11.2558,Casa rural,11,112.77,5,Autobús,Vacaciones
2023-01-20,Alemania,Frankfurt,50.1109,8.6821,Casa rural,2,115.61,2,Coche,Vacaciones
2023-08-10,Alemania,Colonia,50.9375,6.9603,Hotel,9,126.85,3,Coche,Vacaciones
2023-06-15,Alemania,Múnich,48.1351,11.582,Apartamento,7,139.09,5,Coche,Vacaciones
2023-05-11,Francia,Burdeos,44.8378,-0.5792,Hostal,10,94.71,1,Autobús,Vacaciones
2023-06-05,Alemania,Frankfurt,50.1109,8.6821,Casa rural,1,126.8,4,Autobús,Vacaciones
2023-07-03,España,Madrid,40.4168,-3.7038,Hotel,3,124.1,4,Tren,Vacaciones
2023-03-31,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,14,125.31,4,Avión,Vacaciones
2023-04-04,Alemania,Múnich,48.1351,11.582,Casa rural,1,55.51,3,Coche,Vacaciones
2023-01-13,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,5,107.78,4,Tren,Negocios
2023-11-18,Francia,Burdeos,44.8378,-0.5792,Apartamento,4,91.29,4,Autobús,Vacaciones
2023-10-20,Alemania,Hamburgo,53.5511,9.9937,Casa rural,8,139.11,2,Tren,Vacaciones
2023-08-18,Italia,Venecia,45.4408,12.3155,Hostal,9,103.22,3,Tren,Vacaciones
2023-11-18,Francia,Niza,43.7102,7.262,Hotel,12,88.06,3,Autobús,Visita familiar
2023-10-19,España,Valencia,39.4699,-0.3763,Hotel,4,90.67,2,Avión,Vacaciones
2023-01-26,España,Málaga,36.7213,-4.4214,Hotel,3,88.95,1,Autobús,Vacaciones
2023-03-16,Reino Unido,Londres,51.5074,-0.1278,Casa rural,14,104.73,4,Coche,Visita familiar
2023-12-30,Reino Unido,Liverpool,53.4084,-2.9916,Albergue,4,109.66,1,Tren,Vacaciones
2023-10-26,Italia,Nápoles,40.8518,14.2681,Hostal,3,93.95,2,Coche,Estudios
2023-05-30,Italia,Nápoles,40.8518,14.2681,Apartamento,6,90.29,2,Tren,Vacaciones
2023-05-28,España,Málaga,36.7213,-4.4214,Hotel,1,71.35,2,Tren,Vacaciones
2023-01-08,Alemania,Colonia,50.9375,6.9603,Apartamento,2,143.27,2,Coche,Vacaciones
2023-01-29,España,Málaga,36.7213,-4.4214,Hotel,8,91.74,5,Tren,Vacaciones
2023-10-23,España,Sevilla,37.3891,-5.9845,Apartamento,3,107.19,2,Autobús,Vacaciones
2023-07-28,Italia,Milán,45.4642,9.19,Apartamento,4,112.49,1,Autobús,Negocios
