Tourist_ID,Country_Visited,City_Visited,Mode_of_Travel,Travel_Duration_Days,Number_of_Companions,Total_Travel_Cost,Accommodation_Type,Main_Purpose,Season_of_Visit
769,Greece,Athens,Flight,18,3,675,Hotel,Leisure,Spring
770,Switzerland,Geneva,Car,16,3,1219,Airbnb,Business,Spring
771,UK,Edinburgh,Train,14,1,2648,Hostel,Family Visit,Winter
772,Switzerland,Lucerne,Bicycle,7,4,859,Hotel,Business,Summer
773,Portugal,Faro,Train,17,3,598,Airbnb,Business,Winter
774,Germany,Berlin,Train,7,4,274,Hostel,Family Visit,Fall
775,Spain,Madrid,Flight,8,1,4897,Camping,Family Visit,Fall
776,Netherlands,Amsterdam,Bus,17,5,699,Camping,Business,Spring
777,Germany,Hamburg,Car,11,2,3896,Camping,Leisure,Summer
778,Netherlands,Utrecht,Train,14,1,2100,Airbnb,Family Visit,Summer
779,France,Paris,Bus,20,5,4186,Hotel,Leisure,Spring
780,Portugal,Faro,Car,11,3,4876,Airbnb,Business,Summer
781,Switzerland,Zurich,Flight,6,4,2296,Hostel,Business,Spring
782,Germany,Berlin,Car,11,5,2603,Camping,Leisure,Spring
783,France,Lyon,Bicycle,7,2,3531,Hostel,Business,Summer
784,Italy,Venice,Flight,8,2,3178,Airbnb,Business,Winter
785,Portugal,Faro,Bicycle,2,1,2859,Camping,Family Visit,Fall
786,Austria,Vienna,Bicycle,7,1,885,Hotel,Leisure,Summer
787,Italy,Venice,Train,13,4,1819,Airbnb,Business,Winter
788,UK,Manchester,Bicycle,5,5,1631,Camping,Leisure,Fall
789,France,Lyon,Flight,13,2,2661,Airbnb,Leisure,Winter
790,Germany,Hamburg,Car,8,3,2174,Camping,Leisure,Winter
791,Portugal,Porto,Car,15,2,3671,Hotel,Family Visit,Winter
792,Austria,Innsbruck,Car,11,1,404,Hostel,Leisure,Fall
793,Netherlands,Rotterdam,Flight,7,4,1040,Camping,Leisure,Spring
794,Netherlands,Utrecht,Bus,14,4,1919,Camping,Leisure,Spring
795,Spain,Seville,Train,12,4,2497,Camping,Family Visit,Fall
796,Austria,Salzburg,Train,12,1,889,Airbnb,Leisure,Spring
797,Germany,Munich,Bicycle,2,3,3341,Hostel,Family Visit,Fall
798,Austria,Salzburg,Train,16,2,871,Airbnb,Business,Fall
799,Austria,Salzburg,Bicycle,12,4,3926,Hotel,Business,Fall
800,Spain,Seville,Bicycle,17,5,1649,Airbnb,Business,Summer
801,UK,Manchester,Train,13,1,4460,Hotel,Business,Fall
802,Germany,Munich,Car,19,5,3870,Hotel,Family Visit,Summer
803,UK,London,Bus,6,1,2138,Hotel,Family Visit,Summer
804,UK,London,Bicycle,20,1,4679,Hostel,Business,Fall
805,Germany,Hamburg,Bus,13,1,624,Hostel,Business,Spring
806,Italy,Rome,Bicycle,2,2,4924,Camping,Family Visit,Summer
807,Portugal,Lisbon,Flight,5,2,797,Camping,Business,Spring
808,France,Nice,Bus,2,1,1887,Airbnb,Family Visit,Spring
809,Germany,Berlin,Bus,3,4,2290,Camping,Family Visit,Spring
810,Greece,Thessaloniki,Flight,10,1,4824,Camping,Family Visit,Spring
811,Germany,Hamburg,Bus,3,2,3848,Hostel,Leisure,Fall
812,Italy,Venice,Flight,11,5,3788,Camping,Leisure,Spring
813,Portugal,Porto,Flight,3,1,3337,Hotel,Family Visit,Spring
814,Greece,Athens,Car,11,2,3415,Hotel,Business,Winter
815,Greece,Athens,Bicycle,17,3,4932,Airbnb,Business,Winter
816,Greece,Santorini,Bicycle,8,4,543,Hostel,Family Visit,Winter
817,Portugal,Porto,Train,16,4,4866,Camping,Business,Summer
818,France,Paris,Bus,11,3,1927,Camping,Family Visit,Spring
819,France,Lyon,Bicycle,20,1,2279,Camping,Business,Fall
820,Switzerland,Zurich,Bicycle,8,5,4827,Airbnb,Family Visit,Summer
821,UK,Manchester,Bicycle,5,4,2991,Camping,Family Visit,Spring
822,France,Nice,Flight,16,4,981,Hotel,Leisure,Fall
823,Greece,Thessaloniki,Bicycle,10,2,4067,Camping,Business,Fall
824,Switzerland,Geneva,Train,18,2,4170,Camping,Leisure,Winter
825,Netherlands,Utrecht,Car,9,4,1777,Hostel,Leisure,Fall
826,Germany,Munich,Flight,4,4,2014,Airbnb,Leisure,Winter
827,Germany,Munich,Bicycle,19,3,4602,Hotel,Leisure,Winter
828,France,Nice,Flight,12,4,3857,Hotel,Family Visit,Summer
829,Spain,Madrid,Bus,9,4,675,Hotel,Business,Summer
830,Netherlands,Utrecht,Car,10,4,684,Camping,Business,Fall
831,France,Paris,Bicycle,9,1,4854,Camping,Business,Winter
832,Spain,Madrid,Bicycle,16,2,4763,Hotel,Business,Spring
833,Switzerland,Lucerne,Bicycle,7,4,3022,Airbnb,Business,Winter
834,Portugal,Porto,Car,17,3,3124,Airbnb,Leisure,Winter
835,Greece,Thessaloniki,Bicycle,4,3,2098,Camping,Business,Summer
836,Switzerland,Geneva,Flight,9,1,2467,Airbnb,Family Visit,Summer
837,France,Nice,Train,2,5,887,Camping,Business,Fall
838,Austria,Salzburg,Train,12,5,2507,Hostel,Business,Spring
839,Germany,Hamburg,Train,7,3,2791,Camping,Business,Winter
840,France,Nice,Bus,10,4,4158,Camping,Business,Summer
841,Netherlands,Rotterdam,Flight,17,1,774,Airbnb,Leisure,Spring
842,Italy,Venice,Bicycle,14,5,3804,Airbnb,Leisure,Spring
843,Germany,Hamburg,Flight,14,2,1483,Airbnb,Business,Spring
844,Italy,Rome,Bicycle,7,2,1794,Airbnb,Business,Fall
845,UK,Manchester,Car,6,1,2600,Camping,Family Visit,Winter
846,Italy,Rome,Car,5,1,2139,Camping,Business,Summer
847,Portugal,Porto,Bus,3,2,3269,Hotel,Leisure,Fall
848,Switzerland,Lucerne,Car,6,3,3747,Hostel,Leisure,Winter
849,UK,London,Car,10,4,3757,Hotel,Family Visit,Summer
850,France,Paris,Car,19,3,3190,Airbnb,Leisure,Winter
851,Spain,Madrid,Flight,13,4,2704,Hostel,Business,Summer
852,Switzerland,Geneva,Flight,3,3,787,Camping,Leisure,Spring
853,Greece,Thessaloniki,Bicycle,17,5,4031,Hostel,Business,Spring
854,Germany,Berlin,Car,2,5,1898,Camping,Business,Spring
855,Italy,Venice,Flight,3,1,4633,Camping,Leisure,Fall
856,Spain,Barcelona,Flight,12,1,2526,Camping,Business,Fall
857,UK,Manchester,Bicycle,17,1,1874,Camping,Family Visit,Winter
858,Portugal,Lisbon,Bus,16,3,1130,Airbnb,Business,Summer
859,Germany,Munich,Car,2,4,3140,Airbnb,Leisure,Spring
860,Germany,Munich,Car,17,2,1289,Hotel,Business,Summer
861,Germany,Munich,Flight,4,4,1270,Hotel,Business,Winter
862,Switzerland,Zurich,Car,8,1,4419,Hostel,Family Visit,Fall
863,Germany,Berlin,Flight,2,3,641,Airbnb,Family Visit,Summer
864,Austria,Innsbruck,Bicycle,16,5,1536,Camping,Business,Summer
865,Switzerland,Lucerne,Train,15,4,659,Airbnb,Family Visit,Spring
866,Austria,Innsbruck,Bus,18,1,4138,Camping,Family Visit,Winter
867,Switzerland,Lucerne,Train,14,2,1338,Camping,Leisure,Winter
868,Germany,Berlin,Bicycle,2,3,2654,Airbnb,Leisure,Winter
869,Spain,Seville,Flight,3,4,4796,Hostel,Family Visit,Fall
870,Austria,Salzburg,Train,9,3,4117,Airbnb,Family Visit,Winter
871,Greece,Athens,Flight,18,1,623,Hotel,Family Visit,Fall
872,UK,Manchester,Car,15,2,1950,Airbnb,Family Visit,Spring
873,Germany,Munich,Bicycle,17,1,4378,Hostel,Leisure,Winter
874,France,Paris,Train,15,3,3146,Airbnb,Leisure,Fall
875,Portugal,Lisbon,Flight,11,3,2531,Hotel,Family Visit,Fall
876,Greece,Thessaloniki,Car,14,1,3010,Hostel,Family Visit,Spring
877,Germany,Munich,Train,20,4,4693,Airbnb,Business,Spring
878,France,Paris,Train,7,5,2923,Hostel,Business,Summer
879,Spain,Barcelona,Flight,9,1,485,Hostel,Business,Fall
880,Italy,Venice,Bus,10,1,3647,Hostel,Business,Winter
881,France,Lyon,Car,15,3,1962,Camping,Business,Winter
882,UK,Manchester,Car,10,3,2581,Hostel,Leisure,Winter
883,Portugal,Faro,Car,10,4,267,Camping,Family Visit,Winter
884,Netherlands,Rotterdam,Flight,9,2,4208,Hostel,Business,Spring
885,Switzerland,Zurich,Train,17,5,1285,Hostel,Business,Fall
886,Switzerland,Lucerne,Bus,18,4,978,Hotel,Business,Spring
887,France,Lyon,Bicycle,15,2,1692,Camping,Leisure,Fall
888,Portugal,Lisbon,Flight,6,4,4140,Airbnb,Leisure,Fall
889,Spain,Barcelona,Bus,4,4,2244,Hostel,Business,Winter
890,Italy,Venice,Car,10,5,1258,Hotel,Leisure,Summer
891,Austria,Salzburg,Flight,18,2,927,Camping,Family Visit,Fall
892,UK,Manchester,Flight,2,5,542,Hotel,Business,Winter
893,Germany,Hamburg,Bicycle,16,4,3859,Hotel,Leisure,Winter
894,Italy,Venice,Car,15,1,4954,Camping,Family Visit,Spring
895,Spain,Barcelona,Bicycle,9,5,1773,Camping,Business,Summer
896,Portugal,Faro,Car,20,4,2046,Airbnb,Family Visit,Fall
897,Spain,Barcelona,Bus,8,4,971,Airbnb,Business,Summer
898,Spain,Seville,Train,13,5,778,Camping,Business,Summer
899,Netherlands,Utrecht,Bicycle,13,2,2207,Hostel,Family Visit,Summer
900,Austria,Vienna,Flight,3,3,3198,Camping,Family Visit,Fall
901,UK,London,Bicycle,10,1,1310,Hotel,Business,Summer
902,Switzerland,Lucerne,Bicycle,7,1,3993,Hostel,Business,Summer
903,UK,London,Bicycle,18,5,4557,Airbnb,Business,Spring
904,UK,Edinburgh,Train,9,3,3651,Airbnb,Family Visit,Spring
905,Switzerland,Lucerne,Flight,11,1,4736,Hotel,Business,Summer
906,Italy,Venice,Car,14,1,341,Camping,Leisure,Spring
907,Spain,Seville,Flight,4,5,4996,Airbnb,Leisure,Winter
908,Italy,Rome,Flight,7,1,1525,Hotel,Family Visit,Fall
909,Portugal,Faro,Car,18,3,4699,Hotel,Family Visit,Fall
910,Switzerland,Geneva,Bicycle,2,2,540,Airbnb,Leisure,Fall
911,Netherlands,Amsterdam,Car,18,2,2629,Hostel,Business,Winter
912,Portugal,Lisbon,Train,10,1,4848,Airbnb,Leisure,Winter
913,Greece,Santorini,Train,18,5,3066,Hostel,Family Visit,Summer
914,Germany,Berlin,Flight,8,1,4692,Hotel,Leisure,Summer
915,Netherlands,Amsterdam,Flight,12,3,1556,Airbnb,Leisure,Summer
916,Austria,Innsbruck,Flight,15,5,4296,Airbnb,Family Visit,Winter
917,Portugal,Porto,Flight,9,4,218,Airbnb,Leisure,Winter
918,Greece,Santorini,Train,13,5,1332,Hotel,Family Visit,Spring
919,Portugal,Faro,Bicycle,13,5,3511,Airbnb,Family Visit,Summer
920,Austria,Vienna,Flight,2,5,1187,Airbnb,Business,Winter
921,Greece,Santorini,Flight,6,1,373,Camping,Leisure,Spring
922,Germany,Hamburg,Bus,14,1,2075,Camping,Leisure,Spring
923,Netherlands,Amsterdam,Flight,19,2,4233,Hotel,Family Visit,Fall
924,UK,London,Bus,5,1,2886,Hostel,Family Visit,Winter
925,UK,London,Bus,5,2,1974,Airbnb,Family Visit,Summer
926,Spain,Seville,Bicycle,9,4,4008,Camping,Business,Fall
927,France,Lyon,Train,13,2,2902,Hotel,Leisure,Fall
928,Italy,Rome,Bicycle,10,2,4068,Hotel,Leisure,Summer
929,Austria,Salzburg,Bicycle,10,2,2697,Airbnb,Leisure,Fall
930,Austria,Salzburg,Bus,20,3,2196,Camping,Business,Summer
931,Netherlands,Utrecht,Bus,11,2,4858,Airbnb,Business,Winter
932,France,Lyon,Bicycle,10,1,970,Camping,Family Visit,Summer
933,Portugal,Lisbon,Car,7,3,4924,Airbnb,Leisure,Winter
934,Portugal,Lisbon,Bus,3,5,586,Airbnb,Leisure,Winter
935,Germany,Hamburg,Flight,17,2,4208,Airbnb,Family Visit,Winter
936,Italy,Rome,Car,13,3,2482,Hostel,Leisure,Winter
937,Italy,Rome,Train,2,5,2198,Hotel,Family Visit,Winter
938,Austria,Vienna,Train,6,5,4869,Hostel,Family Visit,Fall
939,Greece,Thessaloniki,Car,18,1,1631,Hotel,Family Visit,Fall
940,Austria,Salzburg,Bus,7,4,2524,Hotel,Family Visit,Summer
941,Portugal,Faro,Bus,12,2,2858,Hostel,Leisure,Winter
942,Greece,Athens,Train,14,1,4220,Camping,Business,Fall
943,Switzerland,Geneva,Bus,7,2,3459,Hotel,Family Visit,Fall
944,Switzerland,Zurich,Bicycle,13,2,2023,Hotel,Family Visit,Winter
945,Switzerland,Geneva,Bicycle,4,3,3443,Hostel,Leisure,Winter
946,Germany,Munich,Car,16,1,3334,Hostel,Family Visit,Summer
947,Austria,Vienna,Flight,9,3,2241,Hotel,Business,Winter
948,Switzerland,Lucerne,Bus,5,4,4200,Hotel,Leisure,Spring
949,Switzerland,Lucerne,Bicycle,8,2,3180,Camping,Family Visit,Summer
950,Greece,Santorini,Bus,8,4,1791,Airbnb,Business,Winter
951,Switzerland,Geneva,Bus,2,1,2806,Airbnb,Business,Fall
952,Spain,Madrid,Flight,20,5,3473,Camping,Leisure,Fall
953,Austria,Vienna,Bicycle,19,4,1642,Airbnb,Family Visit,Winter
954,Netherlands,Rotterdam,Bus,12,3,4421,Hostel,Family Visit,Spring
955,UK,Manchester,Car,12,1,3128,Camping,Business,Spring
956,Germany,Hamburg,Bus,7,5,1129,Airbnb,Business,Fall
957,Portugal,Faro,Flight,17,4,1663,Hostel,Business,Summer
958,Portugal,Porto,Flight,13,1,1254,Camping,Business,Winter
959,Portugal,Porto,Car,5,1,2100,Hotel,Family Visit,Spring
960,Portugal,Lisbon,Flight,19,5,1599,Camping,Leisure,Spring
961,France,Lyon,Train,4,3,4852,Camping,Business,Spring
962,Germany,Berlin,Flight,5,2,1378,Airbnb,Family Visit,Fall
963,Spain,Barcelona,Flight,15,3,1457,Camping,Family Visit,Fall
964,France,Lyon,Flight,20,2,2509,Hostel,Leisure,Fall
965,Greece,Athens,Bus,16,5,4837,Camping,Leisure,Spring
966,France,Nice,Flight,11,5,2369,Hotel,Family Visit,Winter
967,Switzerland,Lucerne,Flight,6,2,323,Hostel,Leisure,Fall
968,Greece,Santorini,Flight,6,3,3358,Hostel,Family Visit,Summer
969,Spain,Seville,Flight,7,4,985,Hotel,Family Visit,Spring
970,Portugal,Lisbon,Bicycle,10,1,996,Hostel,Leisure,Winter
971,Greece,Santorini,Car,14,3,2136,Airbnb,Business,Winter
972,UK,London,Bicycle,14,4,3340,Airbnb,Leisure,Spring
973,Germany,Munich,Car,6,1,2552,Airbnb,Business,Summer
974,Austria,Vienna,Bus,14,2,564,Hotel,Family Visit,Winter
975,Austria,Salzburg,Train,20,3,1577,Hostel,Family Visit,Fall
976,Spain,Barcelona,Flight,14,3,540,Airbnb,Leisure,Summer
977,Italy,Milan,Flight,15,4,1756,Airbnb,Family Visit,Winter
978,Netherlands,Rotterdam,Car,13,3,558,Camping,Business,Summer
979,Italy,Milan,Flight,5,3,3656,Camping,Leisure,Summer
980,Greece,Athens,Bicycle,4,5,1334,Hotel,Family Visit,Fall
981,Italy,Venice,Bicycle,3,3,3370,Airbnb,Business,Summer
982,Germany,Berlin,Car,19,1,3935,Hotel,Family Visit,Winter
983,Germany,Berlin,Bicycle,20,5,1198,Airbnb,Family Visit,Fall
984,Italy,Rome,Flight,9,4,856,Airbnb,Family Visit,Spring
985,Spain,Barcelona,Car,6,4,2109,Hostel,Family Visit,Winter
986,Spain,Madrid,Bicycle,20,3,1340,Airbnb,Family Visit,Summer
987,Portugal,Porto,Car,3,3,2045,Camping,Business,Spring
988,Spain,Seville,Flight,14,4,2493,Hotel,Business,Spring
989,UK,London,Car,12,4,1176,Hostel,Leisure,Winter
990,Portugal,Lisbon,Bicycle,10,2,1082,Camping,Business,Winter
991,Germany,Munich,Train,20,2,2867,Camping,Leisure,Spring
992,Austria,Innsbruck,Bus,13,4,4877,Camping,Family Visit,Winter
993,Portugal,Faro,Train,5,3,3688,Hotel,Leisure,Summer
994,Austria,Salzburg,Bicycle,16,3,4999,Hotel,Business,Fall
995,UK,Edinburgh,Bus,20,2,3736,Hotel,Business,Summer
996,France,Lyon,Bus,20,5,4002,Hotel,Business,Fall
997,Switzerland,Geneva,Bus,19,4,2170,Airbnb,Family Visit,Fall
998,Austria,Vienna,Car,16,4,1102,Hotel,Leisure,Fall
999,UK,Manchester,Flight,14,3,3319,Hotel,Business,Summer
1000,Austria,Salzburg,Train,10,4,2584,Hostel,Family Visit,Spring
